	Id	ID Number	Class	Tract	Name	Owner	BridgeType	Width	NumSpans	Length	MaxSpanLength	SkewAngle	SeatLength	SeatWidth	YearBuilt	YearRemodeled	PierType	FoundationType	ScourIndex	Traffic	TrafficIndex	Condition	Replacement Cost (thous. $)	Latitude	Longitude	Comment	Shape	SoilType	LqfSusCat	LndSusCat	WaterDepth
	CA011325	CA011325	HWB23	06085505100	N87-N101 CONNECTOR	State Highway Agency	60500012	12.700	3	159	52.000	99.000			1992		H060500000		N	16000	 	787	$3,860.09	37.373330	-121.933330			D	0	0	5.000
	CA011327	CA011327	HWB10	06085508301	STATE ROUTE 85	State Highway Agency	20500014	34.400	4	58	20.000	16.000			1965		H049000000		N	86600	 	777	$3,814.02	37.351670	-122.060000			D	0	0	5.000
	CA011329	CA011329	HWB10	06085508401	STATE ROUTE 85	State Highway Agency	20400012	49.700	3	35	16.000	99.000			1965		N000000000		8	76000	 	277	$3,325.23	37.355000	-122.060000			D	0	0	5.000
	CA011330	CA011330	HWB13	06085504601	N85-N101 CONNECTOR	State Highway Agency	30200012	12.100	5	154	49.000	99.000			1965		H046200000		N	24600	 	577	$3,562.08	37.408330	-122.068330			D	0	0	5.000
	CA011332	CA011332	HWB10	06085509108	STATE ROUTE 85	State Highway Agency	20410112	39.500	4	63	19.000	46.000			1965		H048000000		N	98100	 	377	$4,757.02	37.403330	-122.066670			D	0	0	5.000
	CA011334	CA011334	HWB3	06085506401	STATE ROUTE 280	State Highway Agency	30210411	8.000	1	55	28.000	44.000			1964		H051300000		N	17000	 	777	$841.10	37.316670	-121.943330			D	0	0	5.000
	CA011336	CA011336	HWB3	06085508401	STATE ROUTE 85	State Highway Agency	10400012	38.100	1	11	9.000	99.000			1965		N000000000		8	98100	 	777	$801.15	37.366670	-122.063330			D	0	0	5.000
	CA011339	CA011339	HWB10	06085506301	SARATOGA AVENUE	State Highway Agency	20500014	34.500	4	82	24.000	12.000			1964		H051500000		N	16000	 	687	$5,407.92	37.318330	-121.973330			D	0	0	5.000
	CA011340	CA011340	HWB10	06085502001	STEVENS CR BL-S280	State Highway Agency	20500012	10.400	3	101	43.000	0.000			1963		H052600000		N	14300	 	477	$2,007.94	37.320000	-121.938330			D	0	0	5.000
	CA011346	CA011346	HWB13	06085502001	S280-N880 CONNECTO	State Highway Agency	30200011	10.400	9	377	52.000	0.000			1963		H049300000		N	18100	 	677	$7,495.00	37.318330	-121.940000			D	0	0	5.000
	CA011349	CA011349	HWB10	06085506301	INTERSTATE 280	State Highway Agency	20510411	52.200	3	76	21.000	2.000			1964		H046200000		N	181300	 	377	$7,583.70	37.318330	-121.963330			D	0	0	5.000
	CA011350	CA011350	HWB10	06085506301	WINCHESTER BLVD	State Highway Agency	20500014	33.600	4	73	24.000	1.000			1964		H050000000		N	11000	 	677	$4,688.77	37.318330	-121.951670			D	0	0	5.000
	CA011352	CA011352	HWB10	06085509109	STATE ROUTE 85	State Highway Agency	20410112	41.300	3	38	15.000	99.000			1965		N000000000		8	49050	 	577	$3,000.07	37.395000	-122.068330			D	0	0	5.000
	CA011353	CA011353	HWB10	06085509700	STATE ROUTE 85	State Highway Agency	20400012	37.600	6	94	20.000	28.000			1965		 049500000		N	98100	 	577	$6,756.36	37.383330	-122.068330			D	0	0	5.000
	CA011355	CA011355	HWB10	06085509700	S85-W237 RAMP	State Highway Agency	20400012	7.400	5	72	14.000	99.000			1965		N000000000		6	3600	 	777	$1,018.50	37.383330	-122.068330			D	0	0	5.000
	CA011356	CA011356	HWB10	06085509700	W237-S85 RAMP	State Highway Agency	20500012	8.300	4	57	16.000	99.000			1965		N000000000		6	10000	 	377	$904.38	37.383330	-122.068330			D	0	0	5.000
	CA011357	CA011357	HWB10	06085509700	W237-S85 RAMP	State Highway Agency	20100012	8.300	3	24	8.000	99.000			1965		N000000000		5	10000	 	366	$380.79	37.383330	-122.068330			D	0	0	5.000
	CA011358	CA011358	HWB10	06085509700	STATE ROUTE 237	State Highway Agency	20100012	12.100	3	25	8.000	22.000			1964		N000000000		5	19750	 	466	$578.26	37.383330	-122.068330			D	0	0	5.000
	CA011359	CA011359	HWB10	06085509700	STATE ROUTE 237	State Highway Agency	20100012	17.900	3	25	8.000	22.000			1964		N000000000		5	19750	 	466	$855.44	37.383330	-122.068330			D	0	0	5.000
	CA011360	CA011360	HWB10	06085509105	STATE ROUTE 82	State Highway Agency	20500014	41.500	4	74	24.000	28.000			1965		H050000000		N	44700	 	777	$5,870.52	37.378330	-122.066670			D	0	0	5.000
	CA011362	CA011362	HWB10	06085509105	DANA STREET	State Highway Agency	20500019	24.200	4	76	27.000	19.000			1964		H045700000		N	6300	 	457	$3,515.81	37.385000	-122.063330			D	0	0	5.000
	CA011364	CA011364	HWB10	06085508101	DE ANZA BOULEVARD	State Highway Agency	20500014	46.600	4	70	24.000	1.000			1965		H050300000		N	95900	 	787	$6,235.64	37.335000	-122.031670			D	0	0	5.000
	CA011368	CA011368	HWB3	06085509109	STATE ROUTE 85	State Highway Agency	50250512	34.300	1	133	27.000	99.000			1965		R071900000		N	49050	 	677	$8,720.53	37.391670	-122.068330			D	0	0	5.000
	CA011369	CA011369	HWB10	06085508301	HOMESTEAD ROAD	State Highway Agency	20500014	23.800	4	75	26.000	13.000			1965		H049500000		N	0	 	757	$3,412.21	37.338330	-122.058330			D	0	0	5.000
	CA011371	CA011371	HWB10	06085507806	STELLING ROAD	State Highway Agency	20500016	16.500	4	71	24.000	1.000			1965		H049800000		N	0	 	677	$2,239.44	37.333330	-122.041670			D	0	0	5.000
	CA011373	CA011373	HWB10	06085506203	INTERSTATE 280	State Highway Agency	20500011	47.400	5	97	27.000	34.000			1965		H047400000		8	181300	 	787	$8,789.15	37.321670	-121.995000			D	0	0	5.000
	CA011375	CA011375	HWB18	06085508102	INTERSTATE 280	State Highway Agency	50210211	47.200	2	98	34.000	57.000			1965		H047000000		N	181300	 	687	$8,842.30	37.323330	-121.998330			D	0	0	5.000
	CA011379	CA011379	HWB10	06085508101	BLANEY AVENUE	State Highway Agency	20500016	16.400	5	93	25.000	0.000			1965		H052600000		N	0	 	777	$2,915.57	37.333330	-122.021670			D	0	0	5.000
	CA011380	CA011380	HWB10	06085509108	MIDDLEFIELD WAY OC	State Highway Agency	20500016	21.300	4	59	20.000	0.000			1965		H045900000		N	20000	 	437	$2,402.31	37.400000	-122.068330			D	0	0	5.000
	CA011382	CA011382	HWB18	06085505600	DE LA CRUZ BLVD	City Highway Agency	50200014	18.300	2	51	25.000	6.000			1961		H046200000		N	23311	 	786	$1,784.10	37.353330	-121.941670			D	0	0	5.000
	CA011387	CA011387	HWB10	06085508102	WOLFE ROAD	State Highway Agency	20500016	23.800	4	103	29.000	33.000			1965		H049700000		N	0	 	677	$4,686.10	37.331670	-122.011670			D	0	0	5.000
	CA011388	CA011388	HWB22	06085512001	HELLYER AVENUE	State Highway Agency	60200007	11.300	4	84	31.000	19.000			1965		H047000000		N	0	 	787	$1,814.49	37.283330	-121.808330			D	0	0	5.000
	CA011390	CA011390	HWB22	06085503337	CAPITOL EXPRESSWY	State Highway Agency	60200012	38.900	4	91	24.000	2.000			1965		H049800000		N	0	 	587	$6,766.87	37.303330	-121.815000			D	0	0	5.000
	CA011392	CA011392	HWB23	06085503602	SAN ANTONIO STREET	State Highway Agency	60500014	14.000	2	72	35.000	10.000			1993		H054900000		N	5000	 	787	$1,926.89	37.346670	-121.858330			D	0	0	5.000
	CA011394	CA011394	HWB10	06085511701	SB INTERSTATE 280	State Highway Agency	20500011	24.300	2	45	23.000	16.000			1967		H047700000		N	47400	 	477	$2,090.33	37.353330	-122.106670			D	0	0	5.000
	CA011396	CA011396	HWB10	06085511701	NB INTERSTATE 280	State Highway Agency	20500011	21.200	2	42	22.000	16.000			1967		H049700000		N	47400	 	477	$1,702.09	37.353330	-122.106670			D	0	0	5.000
	CA011398	CA011398	HWB22	06085507805	N85-N280 CONNECTOR	State Highway Agency	60500014	12.800	2	91	47.000	31.000			1971		H055300000		N	5100	 	787	$2,226.63	37.333330	-122.053330			D	0	0	5.000
	CA011400	CA011400	HWB10	06085507805	STATE ROUTE 85	State Highway Agency	20500014	39.600	4	113	28.000	26.000			1967		H053300000		N	86600	 	777	$8,554.03	37.333330	-122.055000			D	0	0	5.000
	CA011402	CA011402	HWB10	06085507805	S85-S280 CONNECTOR	State Highway Agency	20500014	11.900	4	109	35.000	99.000			1967		H053300000		N	20000	 	777	$2,479.54	37.331670	-122.058330			D	0	0	5.000
	CA011404	CA011404	HWB3	06085507805	N85-N280 CONNECTOR	State Highway Agency	50500014	12.800	1	43	42.000	0.000			1971		H064800000		N	5100	 	687	$1,052.14	37.331670	-122.053330			D	0	0	5.000
	CA011406	CA011406	HWB3	06085507805	STATE ROUTE 85	State Highway Agency	50500014	35.700	1	36	35.000	35.000			1971		H047200000		N	86600	 	787	$2,456.79	37.331670	-122.053330			D	0	0	5.000
	CA011408	CA011408	HWB3	06085507805	S85-S280 CONNECTOR	State Highway Agency	10500014	11.900	1	30	29.000	6.000			1967		H050200000		N	20000	 	757	$682.44	37.335000	-122.058330			D	0	0	5.000
	CA011410	CA011410	HWB10	06085507805	STATE ROUTE 85	State Highway Agency	20500014	34.700	3	47	21.000	35.000			1967		H047700000		N	86600	 	777	$3,117.63	37.333330	-122.056670			D	0	0	5.000
	CA011412	CA011412	HWB3	06085511701	SB INTERSTATE 280	State Highway Agency	50500011	20.700	1	29	28.000	25.000			1967		H058100000		N	47400	 	677	$1,147.53	37.371670	-122.141670			D	0	0	5.000
	CA011414	CA011414	HWB3	06085511701	NB INTERSTATE 280	State Highway Agency	50500011	20.700	1	26	25.000	25.000			1967		H049800000		N	47400	 	687	$1,028.82	37.371670	-122.141670			D	0	0	5.000
	CA011417	CA011417	HWB22	06085510100	MORA DRIVE	State Highway Agency	60500019	12.100	2	63	32.000	12.000			1967		H050500000		N	700	 	477	$1,457.21	37.343330	-122.076670			D	0	0	5.000
	CA011419	CA011419	HWB3	06085510002	SB INTERSTATE 280	State Highway Agency	50500011	21.200	1	27	26.000	11.000			1967		H047700000		N	72050	 	787	$1,094.20	37.341670	-122.071670			D	0	0	5.000
	CA011421	CA011421	HWB3	06085510002	NB INTERSTATE 280	State Highway Agency	50500011	21.200	1	26	25.000	11.000			1967		H046700000		N	72050	 	787	$1,053.67	37.341670	-122.071670			D	0	0	5.000
	CA011424	CA011424	HWB10	06085511701	SB INTERSTATE 280	State Highway Agency	20500011	33.400	2	50	25.000	20.000			1967		H054100000		N	47400	 	666	$3,192.37	37.361670	-122.118330			D	0	0	5.000
	CA011426	CA011426	HWB10	06085511701	NB INTERSTATE 280	State Highway Agency	20500011	33.400	2	47	24.000	20.000			1967		H053800000		N	47400	 	666	$3,000.83	37.361670	-122.118330			D	0	0	5.000
	CA011428	CA011428	HWB10	06085507805	INTERSTATE 280	State Highway Agency	20500011	67.300	2	52	26.000	15.000			1967		H046200000		N	144100	 	487	$6,689.84	37.335000	-122.066670			D	0	0	5.000
	CA011430	CA011430	HWB10	06085507703	SB I280 ON-RAMP	State Highway Agency	20500011	8.500	2	52	26.000	0.000			1967		R073700000		N	3800	 	777	$844.93	37.333330	-122.068330			D	0	0	5.000
	CA011431	CA011431	HWB10	06085507703	SB I280 OFF-RAMP	State Highway Agency	20500011	10.400	3	62	26.000	0.000			1967		R073200000		N	2600	 	477	$1,232.60	37.333330	-122.068330			D	0	0	5.000
	CA011432	CA011432	HWB11	06085504602	WB STATE ROUTE 237	State Highway Agency	20100012	21.800	23	209	9.000	11.000			1994		N000000000		8	44750	 	777	$8,709.63	37.420000	-121.963330			D	0	0	5.000
	CA011433	CA011433	HWB10	06085504602	STATE ROUTE 237	State Highway Agency	20100012	25.300	8	71	9.000	11.000			1972		N000000000		6	44750	 	777	$3,433.81	37.420000	-121.963330			D	0	0	5.000
	CA011434	CA011434	HWB22	06085504602	LAWRENCE EXPRESSWY	State Highway Agency	60220419	14.900	4	84	18.000	11.000			1966		H046000000		N	16000	 	587	$2,392.56	37.410000	-121.998330			D	0	0	5.000
	CA011436	CA011436	HWB22	06085504602	LAWRENCE EXPRESSWA	State Highway Agency	60220419	14.000	4	84	18.000	11.000			1966		H045900000		N	16000	 	487	$2,248.04	37.410000	-121.998330			D	0	0	5.000
	CA011438	CA011438	HWB22	06085504805	FAIR OAKS AVENUE	State Highway Agency	60220419	19.800	4	88	18.000	99.000			1966		H049500000		N	8000	 	587	$3,330.77	37.406670	-122.008330			D	0	0	5.000
	CA011440	CA011440	HWB3	06085511701	SB INTERSTATE 280	State Highway Agency	50500011	21.200	1	30	29.000	29.000			1967		H051300000		N	47400	 	677	$1,215.78	37.366670	-122.133330			D	0	0	5.000
	CA011442	CA011442	HWB3	06085511701	NB INTERSTATE 280	State Highway Agency	50500011	21.200	1	27	27.000	29.000			1967		H047700000		N	47400	 	777	$1,094.20	37.366670	-122.133330			D	0	0	5.000
	CA011444	CA011444	HWB3	06085511701	SB INTERSTATE 280	State Highway Agency	50500011	20.700	1	26	26.000	5.000			1967		H059100000		N	47400	 	687	$1,028.82	37.380000	-122.150000			D	0	0	5.000
	CA011446	CA011446	HWB3	06085511701	NB INTERSTATE 280	State Highway Agency	50500011	20.700	1	24	24.000	0.000			1967		H048000000		N	47400	 	687	$949.68	37.380000	-122.150000			D	0	0	5.000
	CA011448	CA011448	HWB10	06085511705	SB INTERSTATE 280	State Highway Agency	20500011	20.700	2	44	24.000	0.000			1967		H048500000		N	47400	 	377	$1,741.09	37.386670	-122.153330			D	0	0	5.000
	CA011450	CA011450	HWB10	06085511705	NB INTERSTATE 280	State Highway Agency	20500011	20.700	2	40	22.000	0.000			1967		H057900000		N	47400	 	377	$1,582.80	37.386670	-122.153330			D	0	0	5.000
	CA011452	CA011452	HWB10	06085511705	SB I280 ON-RAMP	State Highway Agency	20500011	10.400	2	57	28.000	20.000			1969		H056600000		N	7600	 	377	$1,133.20	37.390000	-122.161670			D	0	0	5.000
	CA011454	CA011454	HWB10	06085511705	SB INTERSTATE 280	State Highway Agency	20500011	20.700	2	57	28.000	20.000			1969		H059600000		N	47400	 	377	$2,255.50	37.390000	-122.161670			D	0	0	5.000
	CA011456	CA011456	HWB10	06085511705	NB INTERSTATE 280	State Highway Agency	20500011	20.700	2	59	29.000	20.000			1969		H057900000		N	47400	 	677	$2,334.64	37.390000	-122.161670			D	0	0	5.000
	CA011458	CA011458	HWB10	06085511705	NB I280 ON-RAMP	State Highway Agency	20500011	10.400	2	55	27.000	20.000			1969		H048700000		N	800	 	677	$1,093.44	37.391670	-122.161670			D	0	0	5.000
	CA011460	CA011460	HWB22	06085509109	DANA STREET OC	State Highway Agency	60200016	18.900	6	125	27.000	31.000			1966		H048700000		N	6400	 	287	$4,516.16	37.388330	-122.068330			D	0	0	5.000
	CA011462	CA011462	HWB22	06085502102	BASCOM AVENUE	State Highway Agency	60500014	34.700	2	84	46.000	11.000			1972		H055900000		N	30200	 	787	$5,571.93	37.316670	-121.931670			D	0	0	5.000
	CA011464	CA011464	HWB10	06085502102	LELAND AVENUE	State Highway Agency	20500019	20.100	2	63	33.000	0.000			1972		H061700000		N	7000	 	777	$2,420.66	37.316670	-121.925000			D	0	0	5.000
	CA011466	CA011466	HWB22	06085502102	LEIGH AVENUE	State Highway Agency	60500016	22.600	2	70	38.000	0.000			1972		H057900000		N	0	 	787	$3,024.15	37.316670	-121.923330			D	0	0	5.000
	CA011468	CA011468	HWB22	06085501900	MERIDIAN ROAD (SB)	State Highway Agency	60500014	11.900	2	84	42.000	11.000			1972		H065300000		N	29000	 	387	$1,910.84	37.315000	-121.913330			D	0	0	5.000
	CA011470	CA011470	HWB22	06085501900	MERIDIAN ROAD (NB)	State Highway Agency	60500014	15.500	2	84	42.000	11.000			1972		H052800000		N	27100	 	387	$2,488.90	37.315000	-121.913330			D	0	0	5.000
	CA011474	CA011474	HWB22	06085501900	SW EXPRWY OFF-RAMP	State Highway Agency	60520511	7.900	2	254	49.000	40.000			1972		H077700000		N	10000	 	377	$3,835.82	37.315000	-121.911670			D	0	0	5.000
	CA011475	CA011475	HWB10	06085501900	RACE STREET	State Highway Agency	20500016	22.600	2	71	35.000	6.000			1970		H054900000		N	0	 	677	$3,067.35	37.315000	-121.910000			D	0	0	5.000
	CA011477	CA011477	HWB10	06085501900	STATE ROUTE 280 SB	State Highway Agency	20500011	24.400	3	43	25.000	2.000			1969		H050500000		N	106100	 	777	$2,005.65	37.316670	-121.906670			D	0	0	5.000
	CA011479	CA011479	HWB10	06085501900	STATE ROUTE 280 NB	State Highway Agency	20500011	20.700	3	43	25.000	1.000			1969		H053300000		N	106100	 	777	$1,701.52	37.316670	-121.906670			D	0	0	5.000
	CA011481	CA011481	HWB10	06085501900	SB 280 OFF RAMP	State Highway Agency	20500011	7.900	3	43	25.000	3.000			1969		H053600000		N	13800	 	377	$649.37	37.316670	-121.906670			D	0	0	5.000
	CA011483	CA011483	HWB10	06085501800	STATE ROUTE 280 SB	State Highway Agency	20500011	24.400	3	42	19.000	8.000			1969		R071400000		N	106100	 	377	$1,959.01	37.316670	-121.905000			D	0	0	5.000
	CA011484	CA011484	HWB10	06085501800	STATE ROUTE 280 NB	State Highway Agency	20500011	24.400	3	41	18.000	8.000			1969		R074200000		N	106100	 	377	$1,912.36	37.316670	-121.905000			D	0	0	5.000
	CA011485	CA011485	HWB3	06085501900	I 280	State Highway Agency	10100011	55.500	1	8	6.000	32.000			1969		R068800000		N	212200	 	777	$848.75	37.318330	-121.903330			D	0	0	5.000
	CA011486	CA011486	HWB10	06085501800	INTERSTATE 280	State Highway Agency	20500011	24.400	3	56	22.000	10.000			1969		N000000000		6	106100	 	777	$2,612.01	37.318330	-121.901670			D	0	0	5.000
	CA011487	CA011487	HWB10	06085501800	STATE ROUTE 280	State Highway Agency	20500011	24.400	3	56	22.000	10.000			1969		N000000000		6	106100	 	776	$2,612.01	37.318330	-121.901670			D	0	0	5.000
	CA011488	CA011488	HWB22	06085501800	BIRD AVENUE	State Highway Agency	60500016	36.300	2	88	46.000	4.000			1969		H052800000		N	0	 	687	$6,106.42	37.321670	-121.896670			D	0	0	5.000
	CA011490	CA011490	HWB22	06085500800	BIRD AVE-S280 ON-R	State Highway Agency	60500011	7.900	3	92	40.000	50.000			1972		H058400000		N	10000	 	487	$1,389.35	37.323330	-121.895000			D	0	0	5.000
	CA011496	CA011496	HWB3	06085501700	N280-S87 &S280-N87	State Highway Agency	50520511	8.800	1	621	49.000	99.000			1971		H051800000		N	41400	 	777	$10,446.51	37.323330	-121.891670			D	0	0	5.000
	CA011497	CA011497	HWB22	06085512402	MIDDLE AVENUE	State Highway Agency	60500007	15.800	2	76	38.000	22.000			1972		H052100000		N	3000	 	787	$2,295.45	37.105000	-121.610000			D	0	0	5.000
	CA011502	CA011502	HWB22	06085500800	S87-S280 CONNECTOR	State Highway Agency	60520512	12.500	2	315	35.000	99.000			1970		H062500000		N	0	 	687	$7,526.93	37.326670	-121.893330			D	0	0	5.000
	CA011505	CA011505	HWB3	06085500800	SR 87 SB	State Highway Agency	50520512	12.500	1	236	30.000	3.000			1970		H061200000		N	31700	 	677	$5,639.22	37.326670	-121.893330			D	0	0	5.000
	CA011508	CA011508	HWB3	06085500800	SR 87 NB	State Highway Agency	50520512	26.800	1	250	30.000	99.000			1970		H060400000		N	31700	 	677	$12,807.72	37.326670	-121.893330			D	0	0	5.000
	CA011509	CA011509	HWB3	06085500800	SB STATE ROUTE 87	State Highway Agency	50500012	24.200	1	44	44.000	3.000			1971		H052800000		N	31700	 	687	$2,035.47	37.328330	-121.893330			D	0	0	5.000
	CA011511	CA011511	HWB3	06085500800	NB STATE ROUTE 87	State Highway Agency	50500012	24.700	1	44	44.000	3.000			1971		H053800000		N	31700	 	687	$2,077.53	37.328330	-121.893330			D	0	0	5.000
	CA011518	CA011518	HWB10	06085501700	INTERSTATE 280(SB)	State Highway Agency	20500011	20.700	26	762	34.000	99.000			1971		H051800000		8	106900	 	477	$30,152.43	37.323330	-121.890000			D	0	0	5.000
	CA011524	CA011524	HWB10	06085501700	INTERSTATE 280(NB)	State Highway Agency	20500011	20.700	26	765	33.000	99.000			1971		H048700000		8	106900	 	477	$30,271.14	37.323330	-121.890000			D	0	0	5.000
	CA011528	CA011528	HWB3	06085501600	SB INTERSTATE 280	State Highway Agency	50520511	27.400	1	255	47.000	0.000			1972		H048500000		N	106900	 	477	$13,356.35	37.325000	-121.881670			D	0	0	5.000
	CA011532	CA011532	HWB3	06085501600	NB INTERSTATE 280	State Highway Agency	50520511	28.000	1	255	47.000	0.000			1972		H056600000		N	106900	 	467	$13,648.82	37.325000	-121.881670			D	0	0	5.000
	CA011535	CA011535	HWB22	06085501600	STATE ROUTE 280	State Highway Agency	60510511	20.700	6	37	42.000	24.000			1972		H048200000		N	106900	 	687	$1,464.09	37.328330	-121.875000			D	0	0	5.000
	CA011536	CA011536	HWB3	06085501600	STATE ROUTE 280	State Highway Agency	50500011	20.700	1	37	37.000	24.000			1972		H048700000		N	106900	 	487	$1,464.09	37.328330	-121.875000			D	0	0	5.000
	CA011538	CA011538	HWB22	06085501600	STATE ROUTE 280	State Highway Agency	60500011	7.900	3	112	43.000	99.000			1972		H048700000		N	8000	 	487	$1,691.38	37.328330	-121.875000			D	0	0	5.000
	CA011542	CA011542	HWB22	06085501600	STATE ROUTE 280	State Highway Agency	60500011	50.000	3	104	35.000	99.000			1972		H047400000		N	112000	 	687	$9,940.32	37.328330	-121.871670			D	0	0	5.000
	CA011543	CA011543	HWB13	06085503105	STATE ROUTE 280	State Highway Agency	30200011	50.000	4	138	36.000	35.000			1972		H032500000		6	112000	 	767	$13,190.04	37.330000	-121.866670			D	0	0	5.000
	CA011544	CA011544	HWB22	06085503105	I 280 NB	State Highway Agency	60500011	50.600	4	139	49.000	46.000			1972		R077700000		N	112000	 	487	$13,445.05	37.330000	-121.865000			D	0	0	5.000
	CA011545	CA011545	HWB3	06085503110	STATE ROUTE 280	State Highway Agency	50500011	73.200	1	36	35.000	1.000			1972		H046700000		N	202600	 	487	$5,037.45	37.335000	-121.855000			D	0	0	5.000
	CA011549	CA011549	HWB22	06085503602	S280-N101 CONNECTO	State Highway Agency	60500011	9.100	3	84	34.000	5.000			1974		H051000000		N	6600	 	487	$1,461.23	37.340000	-121.851670			D	0	0	5.000
	CA011550	CA011550	HWB22	06085503602	ROUTE 280-680	State Highway Agency	60500011	21.100	3	83	33.000	3.000			1974		H052300000		N	89500	 	787	$3,347.79	37.340000	-121.851670			D	0	0	5.000
	CA011552	CA011552	HWB22	06085503602	ROUTE 280-680	State Highway Agency	60500011	20.700	3	83	33.000	2.000			1974		H051600000		N	89500	 	787	$3,284.32	37.340000	-121.851670			D	0	0	5.000
	CA011554	CA011554	HWB3	06085503703	INTERSTATE 680	State Highway Agency	50500011	75.300	1	45	43.000	7.000			1974		H049000000		N	179000	 	787	$6,477.46	37.343330	-121.845000			D	0	0	5.000
	CA011556	CA011556	HWB22	06085504002	INTERSTATE 680 SB	State Highway Agency	60500011	26.400	3	83	42.000	51.000			1974		H046500000		N	89500	 	787	$4,188.70	37.353330	-121.836670			D	0	0	5.000
	CA011558	CA011558	HWB22	06085504002	INTERSTATE 680 NB	State Highway Agency	60500011	36.600	3	83	42.000	51.000			1974		H051600000		N	89500	 	787	$5,807.06	37.353330	-121.836670			D	0	0	5.000
	CA011562	CA011562	HWB22	06085504002	N680-E&W130(CAPITO	State Highway Agency	60500011	7.900	4	116	29.000	13.000			1974		H058400000		N	10600	 	787	$1,751.79	37.358330	-121.838330			D	0	0	5.000
	CA011563	CA011563	HWB22	06085504002	INTERSTATE 680	State Highway Agency	60500011	11.600	2	62	31.000	26.000			1974		H045700000		N	14800	 	787	$1,374.82	37.358330	-121.838330			D	0	0	5.000
	CA011565	CA011565	HWB22	06085504002	INTERSTATE 680 SB	State Highway Agency	60500011	27.900	2	61	30.000	26.000			1974		H047200000		N	89500	 	787	$3,253.35	37.358330	-121.838330			D	0	0	5.000
	CA011567	CA011567	HWB22	06085504002	INTERSTATE 680	State Highway Agency	60500011	23.600	2	61	30.000	26.000			1974		H052300000		N	89500	 	787	$2,751.94	37.358330	-121.838330			D	0	0	5.000
	CA011569	CA011569	HWB22	06085504002	W130-S680 CONNECTR	State Highway Agency	60500014	7.900	3	87	43.000	99.000			1974		H048200000		N	8700	 	687	$1,313.84	37.358330	-121.840000			D	0	0	5.000
	CA011573	CA011573	HWB22	06085504002	STATE ROUTE 130	State Highway Agency	60500014	31.100	2	91	50.000	5.000			1974		H052000000		N	31800	 	687	$5,410.02	37.358330	-121.840000			D	0	0	5.000
	CA011574	CA011574	HWB22	06085503713	MCKEE ROAD OC	State Highway Agency	60500014	40.800	2	99	49.000	7.000			1974		H054100000		N	0	 	487	$7,721.33	37.368330	-121.845000			D	0	0	5.000
	CA011576	CA011576	HWB10	06085503804	MABURY ROAD	State Highway Agency	20500014	14.600	2	62	31.000	2.000			1974		H051800000		N	0	 	677	$1,730.38	37.376670	-121.853330			D	0	0	5.000
	CA011578	CA011578	HWB3	06085503803	INTERSTATE 680	State Highway Agency	10500011	47.200	1	36	35.000	4.000			1974		N000000000		8	154100	 	787	$3,248.19	37.380000	-121.856670			D	0	0	5.000
	CA011579	CA011579	HWB3	06085504321	INTERSTATE 680	State Highway Agency	50500011	57.800	1	52	50.000	13.000			1974		H051800000		N	154100	 	787	$5,745.51	37.395000	-121.873330			D	0	0	5.000
	CA011581	CA011581	HWB22	06085504320	INTERSTATE 680	State Highway Agency	60500011	69.900	2	86	41.000	53.000			1974		H050300000		N	154100	 	587	$11,491.39	37.400000	-121.875000			D	0	0	5.000
	CA011583	CA011583	HWB10	06085504320	CROPLEY AVENUE OC	State Highway Agency	20500014	24.400	2	65	32.000	18.000			1974		H051800000		N	0	 	777	$3,031.80	37.405000	-121.876670			D	0	0	5.000
	CA011585	CA011585	HWB3	06085504410	INTERSTATE 680	State Highway Agency	50500011	49.100	1	25	24.000	37.000			1974		N000000000		8	154100	 	787	$2,346.49	37.410000	-121.878330			D	0	0	5.000
	CA011586	CA011586	HWB10	06085504415	YOSEMITE DRIVE OC	State Highway Agency	20500014	25.000	2	65	32.000	5.000			1974		H051800000		N	11717	 	657	$3,106.35	37.425000	-121.878330			D	0	0	5.000
	CA011588	CA011588	HWB10	06085504412	I 680 SB	State Highway Agency	20500011	29.600	2	57	28.000	2.000			1971		H059700000		N	63950	 	777	$3,225.25	37.435000	-121.888330			D	0	0	5.000
	CA011590	CA011590	HWB10	06085504412	I 680 NB	State Highway Agency	20500011	29.600	2	57	28.000	2.000			1971		H049300000		N	63950	 	777	$3,225.25	37.435000	-121.888330			D	0	0	5.000
	CA011592	CA011592	HWB10	06085504420	INTERSTATE 680 SB	State Highway Agency	20500011	16.200	2	50	25.000	5.000			1971		H048000000		N	57750	 	577	$1,548.40	37.446670	-121.890000			D	0	0	5.000
	CA011594	CA011594	HWB10	06085504420	INTERSTATE 680 NB	State Highway Agency	20500011	16.200	2	50	25.000	5.000			1971		H045000000		N	57750	 	457	$1,548.40	37.446670	-121.890000			D	0	0	5.000
	CA011596	CA011596	HWB3	06085512509	U.S. HWY 101 (SB)	State Highway Agency	50500012	16.200	1	50	49.000	25.000			1973		H052600000		N	30900	 	787	$1,548.40	36.988330	-121.563330			D	0	0	5.000
	CA011598	CA011598	HWB3	06085512509	U.S. HWY 101 (NB)	State Highway Agency	50500012	19.500	1	50	49.000	25.000			1973		H048200000		N	30900	 	787	$1,863.81	36.988330	-121.563330			D	0	0	5.000
